Date,Open,High,Low,Close,Volume
24/06/2020,"9,725 VND","9,749 VND","9,584 VND","9,631 VND","3,108,800"
25/06/2020,"9,490 VND","9,584 VND","9,443 VND","9,490 VND","4,920,800"
26/06/2020,"9,631 VND","9,631 VND","9,467 VND","9,561 VND","1,413,260"
29/06/2020,"9,396 VND","9,443 VND","9,208 VND","9,232 VND","6,807,000"
30/06/2020,"9,279 VND","9,349 VND","8,974 VND","9,185 VND","12,581,020"
01/07/2020,"9,161 VND","9,349 VND","9,138 VND","9,302 VND","1,502,920"
02/07/2020,"9,373 VND","9,373 VND","9,161 VND","9,279 VND","13,180,020"
03/07/2020,"9,279 VND","9,302 VND","9,185 VND","9,302 VND","1,786,780"
06/07/2020,"9,302 VND","9,514 VND","9,302 VND","9,514 VND","3,755,500"
07/07/2020,"9,537 VND","9,584 VND","9,490 VND","9,514 VND","6,549,820"
08/07/2020,"9,490 VND","9,514 VND","9,443 VND","9,443 VND","25,143,080"
09/07/2020,"9,514 VND","9,843 VND","9,443 VND","9,843 VND","6,621,820"
10/07/2020,"9,796 VND","9,843 VND","9,608 VND","9,608 VND","15,597,480"
13/07/2020,"9,772 VND","9,772 VND","9,396 VND","9,537 VND","3,529,838"
14/07/2020,"9,490 VND","9,537 VND","9,396 VND","9,443 VND","3,618,240"
15/07/2020,"9,537 VND","9,749 VND","9,537 VND","9,678 VND","3,394,380"
16/07/2020,"9,678 VND","9,866 VND","9,584 VND","9,866 VND","3,324,300"
17/07/2020,"9,725 VND","9,772 VND","9,655 VND","9,678 VND","12,083,900"
20/07/2020,"9,631 VND","9,702 VND","9,608 VND","9,631 VND","2,329,120"
21/07/2020,"9,631 VND","9,655 VND","9,537 VND","9,631 VND","1,636,420"
22/07/2020,"9,678 VND","9,678 VND","9,514 VND","9,514 VND","28,014,340"
23/07/2020,"9,490 VND","9,537 VND","9,443 VND","9,537 VND","1,722,280"
24/07/2020,"9,537 VND","9,537 VND","8,927 VND","9,161 VND","7,532,480"
27/07/2020,"8,974 VND","9,021 VND","8,527 VND","8,527 VND","6,155,300"
28/07/2020,"8,551 VND","8,833 VND","8,457 VND","8,809 VND","6,667,740"
29/07/2020,"8,598 VND","8,645 VND","8,222 VND","8,527 VND","3,682,500"
30/07/2020,"8,551 VND","8,927 VND","8,222 VND","8,739 VND","1,949,820"
31/07/2020,"8,551 VND","8,762 VND","8,527 VND","8,527 VND","12,688,100"
03/08/2020,"8,574 VND","8,739 VND","8,527 VND","8,739 VND","2,495,520"
04/08/2020,"8,880 VND","8,974 VND","8,809 VND","8,856 VND","7,492,220"
05/08/2020,"8,880 VND","9,138 VND","8,786 VND","9,138 VND","22,365,280"
06/08/2020,"9,114 VND","9,161 VND","8,974 VND","9,021 VND","3,721,320"
07/08/2020,"9,068 VND","9,091 VND","8,950 VND","8,997 VND","1,962,580"
10/08/2020,"9,068 VND","9,255 VND","9,068 VND","9,114 VND","9,087,340"
11/08/2020,"9,185 VND","9,185 VND","9,068 VND","9,138 VND","2,668,120"
12/08/2020,"9,138 VND","9,255 VND","9,138 VND","9,232 VND","3,311,060"
13/08/2020,"9,279 VND","9,326 VND","9,208 VND","9,302 VND","3,368,360"
14/08/2020,"9,302 VND","9,490 VND","9,232 VND","9,302 VND","5,177,700"
17/08/2020,"9,279 VND","9,467 VND","9,279 VND","9,443 VND","5,945,480"
18/08/2020,"9,443 VND","9,490 VND","9,396 VND","9,420 VND","14,282,560"
19/08/2020,"9,443 VND","9,514 VND","9,396 VND","9,490 VND","2,265,240"
20/08/2020,"9,490 VND","9,514 VND","9,326 VND","9,396 VND","7,319,980"
21/08/2020,"9,443 VND","9,584 VND","9,443 VND","9,561 VND","5,635,100"
24/08/2020,"9,749 VND","9,866 VND","9,631 VND","9,843 VND","5,499,480"
25/08/2020,"9,866 VND","10,054 VND","9,866 VND","10,007 VND","7,551,280"
26/08/2020,"9,960 VND","10,007 VND","9,866 VND","9,913 VND","4,233,660"
27/08/2020,"9,913 VND","9,960 VND","9,866 VND","9,937 VND","4,656,980"
28/08/2020,"10,007 VND","10,266 VND","9,984 VND","10,148 VND","10,308,460"
31/08/2020,"10,148 VND","10,242 VND","9,984 VND","10,007 VND","3,587,580"
01/09/2020,"10,007 VND","10,195 VND","9,913 VND","10,195 VND","7,998,700"
03/09/2020,"10,219 VND","10,383 VND","10,195 VND","10,336 VND","6,816,820"
04/09/2020,"10,195 VND","10,289 VND","10,195 VND","10,266 VND","6,033,820"
07/09/2020,"10,266 VND","10,313 VND","9,960 VND","9,960 VND","25,297,880"
08/09/2020,"10,031 VND","10,101 VND","9,890 VND","10,101 VND","14,792,480"
09/09/2020,"9,913 VND","10,101 VND","9,843 VND","9,960 VND","5,524,780"
10/09/2020,"10,007 VND","10,148 VND","10,007 VND","10,078 VND","3,049,800"
11/09/2020,"9,984 VND","10,078 VND","9,913 VND","10,007 VND","2,523,880"
14/09/2020,"10,007 VND","10,125 VND","10,007 VND","10,101 VND","12,247,060"
15/09/2020,"10,101 VND","10,125 VND","10,031 VND","10,031 VND","27,503,760"
16/09/2020,"10,031 VND","10,078 VND","9,984 VND","10,054 VND","3,689,760"
17/09/2020,"10,054 VND","10,148 VND","9,984 VND","10,007 VND","17,308,060"
18/09/2020,"10,054 VND","10,242 VND","10,031 VND","10,242 VND","39,528,240"
21/09/2020,"10,336 VND","10,477 VND","10,336 VND","10,477 VND","23,211,780"
22/09/2020,"10,430 VND","10,547 VND","10,360 VND","10,500 VND","7,339,680"
23/09/2020,"10,500 VND","10,571 VND","10,453 VND","10,477 VND","12,572,900"
24/09/2020,"10,453 VND","10,547 VND","10,383 VND","10,547 VND","20,364,160"
25/09/2020,"10,547 VND","10,571 VND","10,453 VND","10,524 VND","21,845,040"
28/09/2020,"10,500 VND","10,806 VND","10,453 VND","10,735 VND","42,762,480"
29/09/2020,"10,759 VND","10,806 VND","10,594 VND","10,594 VND","18,946,040"
30/09/2020,"10,594 VND","10,618 VND","10,477 VND","10,618 VND","5,215,960"
01/10/2020,"10,641 VND","10,759 VND","10,618 VND","10,712 VND","7,791,800"
02/10/2020,"10,759 VND","10,806 VND","10,500 VND","10,594 VND","8,806,960"
05/10/2020,"10,594 VND","10,688 VND","10,453 VND","10,594 VND","12,761,180"
06/10/2020,"10,665 VND","10,688 VND","10,430 VND","10,524 VND","13,701,460"
07/10/2020,"10,477 VND","10,500 VND","10,242 VND","10,242 VND","24,318,420"
08/10/2020,"10,289 VND","10,336 VND","10,031 VND","10,031 VND","32,797,800"
09/10/2020,"10,101 VND","10,313 VND","10,007 VND","10,031 VND","36,045,780"
12/10/2020,"10,195 VND","10,266 VND","9,960 VND","9,960 VND","31,395,460"
13/10/2020,"9,984 VND","10,172 VND","9,960 VND","10,054 VND","30,390,400"
14/10/2020,"10,148 VND","10,735 VND","10,148 VND","10,735 VND","149,965,840"
15/10/2020,"11,017 VND","11,182 VND","10,712 VND","10,735 VND","54,560,100"
16/10/2020,"10,759 VND","10,947 VND","10,618 VND","10,641 VND","73,662,780"
19/10/2020,"10,782 VND","10,970 VND","10,735 VND","10,806 VND","69,512,280"
20/10/2020,"10,806 VND","11,346 VND","10,806 VND","11,229 VND","71,554,040"
21/10/2020,"11,370 VND","11,464 VND","11,135 VND","11,158 VND","65,092,140"
22/10/2020,"11,135 VND","11,276 VND","11,041 VND","11,252 VND","48,983,980"
23/10/2020,"11,323 VND","11,370 VND","11,205 VND","11,276 VND","56,970,000"
26/10/2020,"11,464 VND","11,722 VND","10,970 VND","10,970 VND","49,415,340"
27/10/2020,"11,182 VND","11,252 VND","10,947 VND","10,947 VND","62,390,660"
28/10/2020,"10,947 VND","11,017 VND","10,524 VND","10,524 VND","77,867,860"
29/10/2020,"10,383 VND","10,665 VND","10,242 VND","10,242 VND","72,298,920"
30/10/2020,"10,383 VND","10,453 VND","10,031 VND","10,031 VND","58,219,520"
02/11/2020,"10,148 VND","10,266 VND","10,054 VND","10,054 VND","45,887,360"
03/11/2020,"10,242 VND","10,547 VND","10,172 VND","10,336 VND","56,003,500"
04/11/2020,"10,500 VND","10,618 VND","10,406 VND","10,406 VND","44,055,340"
05/11/2020,"10,406 VND","10,500 VND","10,242 VND","10,242 VND","40,411,320"
06/11/2020,"10,289 VND","10,336 VND","10,101 VND","10,148 VND","30,997,760"
09/11/2020,"10,266 VND","10,430 VND","10,242 VND","10,360 VND","35,919,800"
10/11/2020,"10,571 VND","10,594 VND","10,360 VND","10,383 VND","42,561,820"
11/11/2020,"10,430 VND","10,524 VND","10,336 VND","10,336 VND","30,036,380"
12/11/2020,"10,383 VND","10,477 VND","10,336 VND","10,477 VND","21,542,240"
13/11/2020,"10,524 VND","10,876 VND","10,524 VND","10,806 VND","45,953,940"
16/11/2020,"10,994 VND","10,994 VND","10,712 VND","10,759 VND","50,472,540"
17/11/2020,"10,806 VND","10,970 VND","10,735 VND","10,970 VND","35,936,520"
18/11/2020,"10,947 VND","11,088 VND","10,853 VND","10,970 VND","45,521,480"
19/11/2020,"10,970 VND","11,088 VND","10,900 VND","10,994 VND","33,871,040"
20/11/2020,"11,041 VND","11,041 VND","10,947 VND","10,994 VND","27,592,160"
23/11/2020,"10,994 VND","11,111 VND","10,853 VND","11,088 VND","35,714,460"
24/11/2020,"11,135 VND","11,276 VND","10,994 VND","11,111 VND","45,061,540"
25/11/2020,"11,252 VND","11,252 VND","11,064 VND","11,088 VND","29,083,780"
26/11/2020,"11,111 VND","11,135 VND","10,994 VND","11,088 VND","26,183,140"
27/11/2020,"11,088 VND","11,229 VND","11,064 VND","11,135 VND","35,185,060"
30/11/2020,"11,252 VND","11,464 VND","11,135 VND","11,323 VND","50,758,460"
01/12/2020,"11,182 VND","11,511 VND","11,111 VND","11,511 VND","45,895,520"
02/12/2020,"11,558 VND","11,886 VND","11,558 VND","11,792 VND","79,670,660"
03/12/2020,"11,792 VND","11,980 VND","11,745 VND","11,745 VND","40,024,500"
04/12/2020,"11,675 VND","11,745 VND","11,628 VND","11,652 VND","33,515,720"
07/12/2020,"11,652 VND","11,839 VND","11,652 VND","11,769 VND","26,089,020"
08/12/2020,"11,839 VND","11,839 VND","11,698 VND","11,745 VND","28,682,280"
09/12/2020,"11,792 VND","12,168 VND","11,769 VND","12,098 VND","39,430,940"
10/12/2020,"12,215 VND","12,215 VND","11,886 VND","11,886 VND","38,666,120"
11/12/2020,"11,886 VND","12,051 VND","11,769 VND","12,051 VND","28,313,340"
14/12/2020,"12,168 VND","12,356 VND","12,074 VND","12,309 VND","52,742,600"
15/12/2020,"12,262 VND","12,380 VND","12,192 VND","12,286 VND","34,996,840"
16/12/2020,"12,427 VND","13,131 VND","12,403 VND","13,131 VND","63,917,540"
17/12/2020,"13,155 VND","13,789 VND","13,131 VND","13,319 VND","59,953,440"
18/12/2020,"13,390 VND","13,742 VND","13,390 VND","13,719 VND","48,150,180"
21/12/2020,"13,860 VND","14,048 VND","13,672 VND","13,813 VND","58,004,020"
22/12/2020,"13,695 VND","13,860 VND","13,648 VND","13,719 VND","37,684,960"
23/12/2020,"13,719 VND","13,742 VND","13,390 VND","13,484 VND","44,598,740"
24/12/2020,"13,578 VND","13,578 VND","12,638 VND","13,131 VND","52,213,200"
25/12/2020,"13,131 VND","13,907 VND","13,014 VND","13,883 VND","37,594,280"
28/12/2020,"14,048 VND","14,236 VND","13,860 VND","13,954 VND","31,574,600"
29/12/2020,"13,930 VND","14,048 VND","13,860 VND","13,977 VND","27,917,540"
30/12/2020,"14,001 VND","14,353 VND","13,954 VND","14,048 VND","33,258,880"
31/12/2020,"14,071 VND","14,917 VND","14,048 VND","14,799 VND","32,973,020"
04/01/2021,"15,034 VND","15,692 VND","14,987 VND","15,504 VND","39,379,840"
05/01/2021,"15,387 VND","15,668 VND","15,293 VND","15,528 VND","35,245,400"
06/01/2021,"15,598 VND","16,021 VND","15,481 VND","15,598 VND","45,352,600"
07/01/2021,"15,856 VND","16,256 VND","15,692 VND","16,256 VND","36,157,000"
08/01/2021,"16,444 VND","17,031 VND","16,397 VND","16,773 VND","37,839,800"
11/01/2021,"16,796 VND","17,031 VND","16,538 VND","16,561 VND","32,059,000"
12/01/2021,"16,444 VND","16,679 VND","16,209 VND","16,491 VND","33,800,520"
13/01/2021,"16,655 VND","16,913 VND","16,491 VND","16,514 VND","33,964,800"
14/01/2021,"16,608 VND","16,820 VND","16,373 VND","16,796 VND","24,410,400"
15/01/2021,"17,054 VND","17,642 VND","17,031 VND","17,313 VND","38,794,420"
18/01/2021,"17,477 VND","17,477 VND","16,867 VND","17,007 VND","27,516,000"
19/01/2021,"16,867 VND","17,101 VND","15,833 VND","15,927 VND","46,039,000"
20/01/2021,"16,068 VND","16,326 VND","15,034 VND","16,209 VND","56,351,400"
21/01/2021,"16,561 VND","17,007 VND","16,209 VND","17,007 VND","41,544,400"
22/01/2021,"17,125 VND","17,336 VND","16,820 VND","17,054 VND","28,694,800"
25/01/2021,"16,796 VND","17,078 VND","16,726 VND","16,820 VND","31,279,200"
26/01/2021,"16,679 VND","16,820 VND","15,739 VND","16,444 VND","36,442,800"
27/01/2021,"16,091 VND","16,561 VND","15,340 VND","15,739 VND","37,550,800"
28/01/2021,"14,799 VND","15,504 VND","14,658 VND","14,658 VND","60,193,080"
29/01/2021,"13,907 VND","15,668 VND","13,907 VND","15,034 VND","54,841,800"
01/02/2021,"15,034 VND","15,739 VND","14,823 VND","15,128 VND","30,558,800"
02/02/2021,"15,128 VND","16,021 VND","15,011 VND","15,974 VND","28,594,800"
03/02/2021,"16,209 VND","16,679 VND","15,974 VND","16,444 VND","36,713,800"
04/02/2021,"16,444 VND","16,726 VND","16,256 VND","16,444 VND","28,682,800"
05/02/2021,"16,585 VND","17,054 VND","16,491 VND","17,054 VND","29,921,700"
08/02/2021,"17,054 VND","17,148 VND","15,974 VND","16,444 VND","42,545,600"
09/02/2021,"16,538 VND","17,101 VND","16,303 VND","16,913 VND","33,528,000"
17/02/2021,"17,336 VND","18,041 VND","17,148 VND","18,041 VND","42,308,000"
18/02/2021,"18,088 VND","18,417 VND","17,853 VND","18,276 VND","33,749,200"
19/02/2021,"17,947 VND","18,370 VND","17,947 VND","18,182 VND","27,702,600"
22/02/2021,"18,159 VND","18,252 VND","17,853 VND","18,135 VND","29,487,200"
23/02/2021,"18,229 VND","18,957 VND","18,229 VND","18,699 VND","53,343,400"
24/02/2021,"18,887 VND","18,887 VND","18,276 VND","18,370 VND","30,148,600"
25/02/2021,"18,558 VND","18,558 VND","18,088 VND","18,370 VND","33,431,000"
26/02/2021,"17,994 VND","18,487 VND","17,994 VND","18,440 VND","31,595,540"
01/03/2021,"18,652 VND","18,910 VND","18,464 VND","18,887 VND","43,224,400"
02/03/2021,"19,122 VND","19,145 VND","18,793 VND","18,934 VND","20,458,600"
03/03/2021,"18,957 VND","19,028 VND","18,793 VND","18,957 VND","18,232,600"
04/03/2021,"18,981 VND","19,028 VND","18,135 VND","18,346 VND","35,658,400"
05/03/2021,"18,276 VND","18,487 VND","17,994 VND","18,417 VND","27,844,400"
08/03/2021,"18,558 VND","18,652 VND","18,088 VND","18,252 VND","22,464,200"
09/03/2021,"18,135 VND","18,464 VND","17,947 VND","18,299 VND","26,790,540"
10/03/2021,"18,323 VND","18,511 VND","18,088 VND","18,464 VND","19,836,400"
11/03/2021,"18,652 VND","19,028 VND","18,534 VND","18,863 VND","34,291,600"
12/03/2021,"18,981 VND","19,028 VND","18,675 VND","18,816 VND","19,915,000"
15/03/2021,"18,887 VND","19,028 VND","18,746 VND","18,840 VND","19,447,000"
16/03/2021,"18,840 VND","18,887 VND","18,464 VND","18,722 VND","36,018,680"
17/03/2021,"18,793 VND","18,981 VND","18,652 VND","18,934 VND","21,925,600"
18/03/2021,"19,357 VND","19,709 VND","19,122 VND","19,709 VND","48,495,000"
19/03/2021,"19,497 VND","19,803 VND","19,497 VND","19,732 VND","16,550,600"
22/03/2021,"19,732 VND","19,732 VND","19,333 VND","19,404 VND","27,685,060"
23/03/2021,"19,310 VND","19,451 VND","18,981 VND","19,004 VND","29,395,060"
24/03/2021,"18,699 VND","19,004 VND","18,464 VND","18,464 VND","27,624,200"
25/03/2021,"18,511 VND","18,699 VND","18,417 VND","18,487 VND","20,881,600"
26/03/2021,"18,393 VND","18,628 VND","18,041 VND","18,511 VND","23,046,800"
29/03/2021,"18,652 VND","18,675 VND","18,393 VND","18,581 VND","25,052,000"
30/03/2021,"18,652 VND","18,981 VND","18,534 VND","18,816 VND","22,592,600"
31/03/2021,"18,887 VND","19,239 VND","18,816 VND","18,981 VND","23,674,200"
01/04/2021,"19,028 VND","19,263 VND","18,910 VND","19,263 VND","25,061,600"
02/04/2021,"19,544 VND","19,638 VND","19,357 VND","19,380 VND","16,522,600"
05/04/2021,"19,591 VND","19,638 VND","19,333 VND","19,497 VND","26,675,200"
06/04/2021,"19,474 VND","19,967 VND","19,310 VND","19,826 VND","30,982,000"
07/04/2021,"19,732 VND","19,991 VND","19,638 VND","19,826 VND","15,610,800"
08/04/2021,"19,920 VND","19,944 VND","19,591 VND","19,709 VND","15,037,600"
09/04/2021,"19,591 VND","19,732 VND","19,497 VND","19,544 VND","16,245,000"
12/04/2021,"19,732 VND","19,873 VND","19,544 VND","19,803 VND","45,810,400"
13/04/2021,"19,967 VND","19,967 VND","19,497 VND","19,544 VND","36,038,200"
14/04/2021,"19,310 VND","19,709 VND","19,216 VND","19,638 VND","19,796,600"
15/04/2021,"19,709 VND","19,709 VND","19,216 VND","19,216 VND","33,346,200"
16/04/2021,"19,169 VND","19,357 VND","18,605 VND","19,004 VND","33,740,880"
19/04/2021,"19,169 VND","19,591 VND","18,793 VND","19,544 VND","22,508,800"
20/04/2021,"19,521 VND","19,685 VND","19,169 VND","19,333 VND","25,115,000"
22/04/2021,"19,122 VND","19,310 VND","18,652 VND","18,652 VND","18,147,600"
23/04/2021,"18,675 VND","19,051 VND","18,370 VND","19,028 VND","22,801,400"
26/04/2021,"19,028 VND","19,169 VND","18,534 VND","18,534 VND","42,410,800"
27/04/2021,"18,534 VND","18,840 VND","18,487 VND","18,558 VND","16,270,000"
28/04/2021,"18,558 VND","18,981 VND","18,558 VND","18,769 VND","12,646,400"
29/04/2021,"18,816 VND","19,615 VND","18,769 VND","19,263 VND","36,003,400"
04/05/2021,"18,934 VND","20,390 VND","18,840 VND","20,390 VND","65,069,600"
05/05/2021,"20,860 VND","21,800 VND","20,836 VND","21,588 VND","58,885,600"
06/05/2021,"21,189 VND","22,293 VND","21,165 VND","22,128 VND","54,612,000"
07/05/2021,"21,988 VND","22,457 VND","21,800 VND","22,105 VND","46,265,000"
10/05/2021,"21,941 VND","22,739 VND","21,941 VND","22,598 VND","43,958,380"
11/05/2021,"22,598 VND","22,669 VND","22,081 VND","22,081 VND","32,193,400"
12/05/2021,"21,941 VND","23,139 VND","21,941 VND","23,139 VND","47,610,800"
13/05/2021,"22,998 VND","23,420 VND","22,551 VND","22,551 VND","37,182,200"
14/05/2021,"22,974 VND","22,998 VND","22,622 VND","22,857 VND","27,810,600"
17/05/2021,"22,904 VND","23,068 VND","22,363 VND","22,481 VND","35,247,200"
18/05/2021,"22,410 VND","22,974 VND","22,340 VND","22,716 VND","33,820,000"
19/05/2021,"22,739 VND","23,585 VND","22,739 VND","23,538 VND","34,935,800"
20/05/2021,"23,820 VND","23,867 VND","23,444 VND","23,585 VND","27,092,600"
21/05/2021,"23,491 VND","24,290 VND","23,420 VND","23,867 VND","41,983,400"
24/05/2021,"23,820 VND","24,055 VND","23,679 VND","23,914 VND","30,083,400"
25/05/2021,"24,055 VND","24,478 VND","24,055 VND","24,243 VND","22,460,600"
26/05/2021,"24,243 VND","24,900 VND","24,055 VND","24,806 VND","42,203,800"
27/05/2021,"24,994 VND","25,135 VND","23,867 VND","24,149 VND","39,349,200"
28/05/2021,"24,290 VND","25,041 VND","24,055 VND","24,900 VND","40,005,400"
31/05/2021,"24,994 VND","25,229 VND","24,525 VND","25,229 VND","34,209,200"
01/06/2021,"25,417 VND","25,511 VND","24,900 VND","24,947 VND","25,296,400"
02/06/2021,"24,853 VND","25,041 VND","24,337 VND","24,806 VND","50,042,800"
03/06/2021,"25,041 VND","25,887 VND","24,806 VND","25,746 VND","52,167,400"
04/06/2021,"25,746 VND","25,934 VND","25,370 VND","25,652 VND","31,663,200"
07/06/2021,"24,900 VND","25,558 VND","23,961 VND","24,619 VND","42,984,200"
08/06/2021,"24,572 VND","24,853 VND","23,021 VND","23,256 VND","61,578,280"
09/06/2021,"23,350 VND","24,008 VND","23,021 VND","23,867 VND","44,794,000"
10/06/2021,"23,867 VND","24,055 VND","23,491 VND","23,538 VND","22,096,200"
11/06/2021,"23,726 VND","24,994 VND","23,538 VND","24,712 VND","60,841,600"
14/06/2021,"24,759 VND","25,041 VND","24,431 VND","24,759 VND","35,110,920"
15/06/2021,"24,712 VND","24,994 VND","24,431 VND","24,572 VND","39,363,400"
16/06/2021,"24,196 VND","24,525 VND","23,726 VND","23,820 VND","42,477,800"
17/06/2021,"23,256 VND","23,867 VND","23,256 VND","23,585 VND","39,757,320"
18/06/2021,"23,961 VND","24,149 VND","23,773 VND","23,961 VND","30,009,200"
21/06/2021,"23,726 VND","23,961 VND","23,491 VND","23,679 VND","34,365,400"
22/06/2021,"23,867 VND","24,102 VND","23,632 VND","23,914 VND","37,326,000"
23/06/2021,"23,914 VND","24,478 VND","23,773 VND","24,008 VND","26,418,600"
24/06/2021,"24,102 VND","24,290 VND","23,773 VND","23,914 VND","21,836,000"
25/06/2021,"23,961 VND","24,243 VND","23,679 VND","24,243 VND","21,940,400"
28/06/2021,"24,665 VND","25,370 VND","24,525 VND","25,182 VND","58,168,200"
29/06/2021,"25,182 VND","25,276 VND","24,806 VND","25,135 VND","33,388,400"
30/06/2021,"25,088 VND","25,276 VND","24,712 VND","24,759 VND","23,323,400"
01/07/2021,"24,853 VND","25,135 VND","24,478 VND","25,041 VND","38,713,400"
02/07/2021,"25,464 VND","25,793 VND","25,182 VND","25,511 VND","58,984,060"
05/07/2021,"25,746 VND","27,296 VND","25,276 VND","27,250 VND","97,262,200"
06/07/2021,"27,156 VND","27,531 VND","25,370 VND","25,370 VND","46,340,700"
07/07/2021,"25,840 VND","26,592 VND","25,182 VND","26,592 VND","77,129,320"
08/07/2021,"26,216 VND","26,968 VND","26,122 VND","26,592 VND","55,146,800"
09/07/2021,"26,357 VND","27,484 VND","26,122 VND","26,592 VND","73,797,000"
12/07/2021,"26,075 VND","26,545 VND","24,759 VND","25,135 VND","136,585,400"
13/07/2021,"25,417 VND","25,511 VND","24,806 VND","25,323 VND","46,423,600"
14/07/2021,"25,229 VND","25,276 VND","23,773 VND","23,961 VND","86,527,400"
15/07/2021,"23,961 VND","24,994 VND","23,867 VND","24,478 VND","44,566,000"
16/07/2021,"24,712 VND","24,853 VND","24,243 VND","24,243 VND","42,956,480"
19/07/2021,"23,491 VND","23,914 VND","22,551 VND","22,551 VND","78,655,800"
20/07/2021,"22,692 VND","23,303 VND","22,081 VND","23,256 VND","46,619,200"
21/07/2021,"23,773 VND","24,149 VND","23,303 VND","23,632 VND","50,971,400"
22/07/2021,"23,538 VND","24,196 VND","23,397 VND","24,008 VND","28,109,200"
23/07/2021,"23,773 VND","24,008 VND","23,256 VND","23,256 VND","38,375,400"
26/07/2021,"23,021 VND","23,327 VND","22,880 VND","23,021 VND","27,438,440"
27/07/2021,"23,491 VND","23,632 VND","23,280 VND","23,373 VND","29,885,000"
28/07/2021,"23,373 VND","23,632 VND","23,256 VND","23,350 VND","14,937,200"
29/07/2021,"23,538 VND","23,867 VND","23,491 VND","23,773 VND","25,600,600"
30/07/2021,"23,820 VND","24,243 VND","23,726 VND","24,008 VND","34,480,000"
02/08/2021,"23,961 VND","24,149 VND","23,773 VND","23,867 VND","27,927,400"
03/08/2021,"23,867 VND","24,431 VND","23,867 VND","24,337 VND","43,200,000"
04/08/2021,"24,665 VND","24,712 VND","24,337 VND","24,431 VND","35,145,800"
05/08/2021,"24,384 VND","24,759 VND","24,290 VND","24,665 VND","25,042,400"
06/08/2021,"24,665 VND","24,994 VND","24,337 VND","24,337 VND","33,128,600"
09/08/2021,"24,196 VND","24,759 VND","24,102 VND","24,665 VND","29,083,400"
10/08/2021,"24,900 VND","24,900 VND","24,384 VND","24,572 VND","24,830,600"
11/08/2021,"24,572 VND","25,135 VND","24,384 VND","24,572 VND","43,061,200"
12/08/2021,"24,619 VND","24,900 VND","24,431 VND","24,431 VND","23,656,600"
13/08/2021,"24,431 VND","24,525 VND","24,008 VND","24,525 VND","31,938,600"
16/08/2021,"24,572 VND","25,558 VND","24,478 VND","25,370 VND","61,192,200"
17/08/2021,"25,511 VND","25,699 VND","24,806 VND","25,041 VND","35,381,600"
18/08/2021,"24,900 VND","25,135 VND","24,665 VND","24,806 VND","41,160,800"
19/08/2021,"24,665 VND","25,041 VND","24,478 VND","24,900 VND","38,230,400"
20/08/2021,"24,806 VND","24,900 VND","23,397 VND","23,726 VND","63,877,400"
23/08/2021,"23,632 VND","23,867 VND","22,904 VND","22,904 VND","52,951,400"
24/08/2021,"22,904 VND","23,115 VND","22,739 VND","23,021 VND","33,506,800"
25/08/2021,"22,974 VND","23,115 VND","22,786 VND","23,092 VND","19,043,880"
26/08/2021,"23,162 VND","23,186 VND","22,645 VND","22,692 VND","20,413,600"
27/08/2021,"22,457 VND","22,622 VND","22,081 VND","22,575 VND","39,379,000"
30/08/2021,"22,833 VND","23,209 VND","22,598 VND","23,115 VND","28,953,800"
31/08/2021,"23,256 VND","23,256 VND","22,081 VND","22,786 VND","15,627,800"
01/09/2021,"22,645 VND","22,998 VND","22,645 VND","22,692 VND","17,059,800"
06/09/2021,"22,857 VND","22,998 VND","22,504 VND","22,998 VND","26,946,400"
07/09/2021,"23,045 VND","23,679 VND","23,045 VND","23,327 VND","24,460,000"
08/09/2021,"23,303 VND","23,327 VND","22,833 VND","22,927 VND","14,467,128"
09/09/2021,"22,786 VND","23,256 VND","22,786 VND","23,162 VND","16,107,800"
10/09/2021,"23,397 VND","23,397 VND","23,021 VND","23,162 VND","19,696,000"
13/09/2021,"23,092 VND","23,233 VND","22,974 VND","22,998 VND","15,076,400"
14/09/2021,"22,998 VND","23,068 VND","22,786 VND","22,786 VND","12,285,000"
15/09/2021,"22,645 VND","22,927 VND","22,598 VND","22,739 VND","10,435,200"
16/09/2021,"22,974 VND","23,092 VND","22,833 VND","23,068 VND","11,125,000"
17/09/2021,"23,115 VND","23,444 VND","23,115 VND","23,373 VND","16,545,600"
20/09/2021,"23,726 VND","24,243 VND","23,538 VND","23,820 VND","37,466,200"
21/09/2021,"23,538 VND","23,914 VND","23,373 VND","23,679 VND","20,778,000"
22/09/2021,"23,914 VND","23,914 VND","23,444 VND","23,726 VND","10,400,200"
23/09/2021,"23,773 VND","24,102 VND","23,491 VND","23,585 VND","17,339,800"
24/09/2021,"23,820 VND","24,196 VND","23,632 VND","23,773 VND","14,967,400"
27/09/2021,"23,820 VND","24,008 VND","23,256 VND","23,256 VND","24,652,200"
28/09/2021,"23,162 VND","23,420 VND","22,927 VND","23,397 VND","12,671,400"
29/09/2021,"23,115 VND","23,373 VND","22,974 VND","23,209 VND","12,441,400"
30/09/2021,"23,350 VND","23,679 VND","23,303 VND","23,303 VND","11,912,200"
01/10/2021,"23,303 VND","23,397 VND","22,974 VND","23,021 VND","14,335,600"
04/10/2021,"22,927 VND","22,998 VND","22,692 VND","22,716 VND","19,016,200"
05/10/2021,"22,833 VND","23,115 VND","22,833 VND","23,068 VND","12,405,800"
06/10/2021,"23,233 VND","23,726 VND","23,115 VND","23,632 VND","29,175,420"
07/10/2021,"23,773 VND","23,867 VND","23,491 VND","23,491 VND","11,565,400"
